username;name;gender;birth_date;account_creation;pay_method;account_status
LiMartins;Lisandro Martins;M;14/07/1980;05/06/2015;debit_card;active
ViceSousa;Vicente Sousa;M;23/08/1988;31/10/2018;cash;active
ArianBarros;Ariana Barros;F;06/04/1978;10/11/2017;credit_card;active
MelissCoelho48;Melissa Coelho;F;16/09/1964;19/05/2012;cash;active
FlAmaral;Flor Amaral;F;03/11/1951;29/07/2013;cash;active
SantiaVicente135;Santiago Vicente;M;14/06/2004;28/12/2013;cash;active
KévDomingues58;Kévim Domingues;M;22/12/1986;21/08/2013;debit_card;active
DuarNascimento;Duarte Nascimento;M;19/04/1977;13/09/2020;cash;active
FMoreira-Lima;Flor Moreira-Lima;F;24/11/1952;14/03/2014;credit_card;active
BrAmorim90;Bruno Amorim;M;19/04/1989;24/09/2016;credit_card;active
IrSoares62;Irina Soares;F;09/02/1983;27/01/2020;debit_card;active
NádiaOliveira124;Nádia-Mélanie Oliveira;F;26/06/1996;28/08/2021;cash;active
ReLopes21;Renata Lopes;F;25/03/1955;21/06/2013;credit_card;active
MaAmorim-Torres;Mauro Amorim-Torres;M;15/03/1980;25/10/2014;cash;active
RiTorres75;Rita Torres;F;01/02/2004;26/09/2013;credit_card;active
MafalAntunes61;Mafalda Antunes;F;02/04/1987;04/12/2014;debit_card;active
MCampos13;Mauro Campos;M;25/05/1970;28/11/2017;cash;active
JMacedo2;Joana Macedo;F;08/11/1963;10/03/2012;debit_card;active
AlLopes-Silva121;Alícia Lopes-Silva;F;14/07/1968;24/07/2021;debit_card;active
BernaCastro32;Bernardo Castro;M;03/05/1997;24/12/2012;cash;active
BárbMachado-Pinto;Bárbara Machado-Pinto;F;04/11/1969;11/03/2019;credit_card;active
MSousa53;Matias Sousa;M;28/05/1979;24/11/2010;cash;active
JoAlmeida70;Joel Almeida;M;27/07/1962;07/09/2019;cash;active
AndNeves58;André Neves;M;21/07/1992;31/01/2011;debit_card;active
RodMiranda33;Rodrigo Miranda;M;22/08/1965;10/12/2017;cash;active
LorenBarbosa;Lorena Barbosa;F;21/01/2004;03/05/2016;credit_card;active
AmSoares46;Amélia Soares;F;05/11/1957;26/06/2021;debit_card;active
LuReis63;Luca do Reis;M;13/08/1999;26/04/2017;credit_card;active
FreCarvalho34;Frederico Carvalho;M;30/01/1985;01/06/2015;credit_card;active
IriNunes143;Irina Nunes;F;10/08/1979;27/09/2017;debit_card;active
ÂTeixeira65;Ângelo Teixeira;M;10/09/1962;05/10/2014;debit_card;active
CarlCosta149;Carlos Costa;M;02/09/1959;25/06/2014;cash;active
MelRodrigues;Melissa Rodrigues;F;14/10/1993;08/03/2014;debit_card;active
IsaCunha-Abreu35;Isabel Cunha-Abreu;F;04/09/1958;08/11/2017;credit_card;active
MaMoreira31;Maria Moreira;F;02/10/1977;31/07/2020;credit_card;active
PeDomingues121;Pedro Domingues;M;23/09/1981;23/02/2010;cash;active
VeVieira-Cardoso54;Vera Vieira-Cardoso;F;26/01/1964;16/03/2018;debit_card;active
FLoureiro79;Fernando Loureiro;M;01/09/1981;20/09/2011;credit_card;active
DenMaia106;Denis de Maia;M;04/12/1973;06/04/2017;cash;active
KeOliveira28;Kevin Oliveira;M;19/11/1987;10/09/2017;debit_card;active
PeLeal70;Pedro de Leal;M;16/10/1954;16/09/2012;debit_card;active
JoeAmaral-Marques;Joel Amaral-Marques;M;26/02/1970;26/02/2015;debit_card;active
GuilherValente137;Guilherme Valente;M;28/04/1991;03/01/2013;cash;active
MCarvalho96;Mia Carvalho;F;07/09/1953;21/06/2012;credit_card;active
EVicente79;Erica Vicente;F;08/01/1977;05/06/2012;credit_card;active
MárciBatista62;Márcio Batista;M;05/06/1996;27/04/2020;cash;active
MárcSilva;Márcio do Silva;M;23/12/1970;11/01/2011;cash;active
EMendes128;Emanuel da Mendes;M;17/02/1963;06/06/2015;credit_card;inactive
MiAzevedo142;Miguel Azevedo;M;14/09/1984;01/04/2010;cash;active
JoaAraújo15;Joana Araújo;F;27/11/1963;07/07/2010;debit_card;active
EmílMorais26;Emília do Morais;F;12/01/2003;11/06/2017;debit_card;active
GBrito79;Gaspar Brito;M;06/11/1966;22/02/2018;credit_card;active
ENascimento85;Ema Nascimento;F;06/04/1970;02/07/2010;cash;active
JoaquiRodrigues;Joaquim Rodrigues;M;16/01/2001;22/08/2021;cash;active
MaurPacheco125;Mauro Pacheco;M;20/08/1983;08/11/2013;credit_card;active
CéBarbosa;César Barbosa;M;19/08/1984;17/10/2021;credit_card;active
FábiAbreu;Fábio Abreu;M;02/08/2001;23/08/2011;cash;active
BenjamiLourenço;Benjamim Lourenço;M;15/09/1957;23/10/2017;credit_card;active
DanieAraújo89;Daniela do Araújo;F;01/02/1979;15/12/2018;credit_card;active
JéssicAnjos;Jéssica Anjos;F;25/06/1983;26/02/2014;cash;active
IsaAbreu-Moura;Isaac Abreu-Moura;M;04/06/1961;22/01/2015;cash;active
VítAndrade;Vítor Andrade;M;16/01/1974;02/01/2012;debit_card;active
Isabela-Jesus97;Isabela-Bianca Jesus;F;11/01/1999;08/10/2018;cash;active
LeaBorges118;Leandro Borges;M;24/06/1995;20/07/2012;debit_card;active
TGaspar140;Tiago Gaspar;M;18/12/1956;21/08/2019;debit_card;active
VictórMelo-Simões130;Victória Melo-Simões;F;12/03/1959;28/08/2012;debit_card;active
PiFreitas79;Pilar de Freitas;F;01/06/1973;01/11/2010;debit_card;active
ArSá;Artur Sá;M;03/09/1995;04/12/2014;debit_card;active
VaReis-Figueiredo;Vasco Reis-Figueiredo;M;06/06/1971;02/06/2015;cash;active
RodrigFreitas69;Rodrigo Freitas;M;13/11/1980;08/11/2011;debit_card;inactive
LariPacheco;Larissa Pacheco;F;15/01/1984;23/10/2013;cash;active
Carminho-JuHenriques90;Carminho-Juliana Henriques;F;02/03/1968;24/04/2010;credit_card;inactive
MateuPires7;Mateus Pires;M;07/09/1975;11/12/2013;cash;active
RafaeGarcia-Lourenço;Rafael Garcia-Lourenço;M;24/04/1991;13/08/2014;cash;active
AniAlmeida;Anita Almeida;F;24/02/1971;04/10/2020;debit_card;active
AlAlmeida117;Alexandre Almeida;M;24/01/1967;13/02/2019;credit_card;active
ÂnSoares69;Ângela Soares;F;21/04/1993;27/08/2019;credit_card;active
TatianMacedo;Tatiana de Macedo;F;16/03/1980;18/12/2020;credit_card;active
HEsteves42;Henrique Esteves;M;26/11/1959;11/10/2010;debit_card;active
BeneNeto;Benedita Neto;F;18/09/1986;26/01/2011;debit_card;active
MRamos143;Mafalda Ramos;F;28/01/1969;14/12/2010;debit_card;active
XavieTorres;Xavier Torres;M;12/09/1975;10/11/2010;credit_card;active
EdgNascimento;Edgar Nascimento;M;22/12/1963;30/07/2012;cash;active
JésJesus;Jéssica Jesus;F;19/06/1955;09/10/2012;cash;active
BrFernandes-Branco;Bruna Fernandes-Branco;F;13/10/1970;08/10/2021;cash;active
LuíSousa137;Luísa Sousa;F;12/02/1996;04/01/2010;cash;active
VictóriMachado96;Victória Machado;F;30/03/1950;22/12/2020;cash;active
IrinRodrigues6;Irina-Nair Rodrigues;F;25/01/1984;26/06/2011;credit_card;inactive
NVieira71;Naiara Vieira;F;27/10/1965;04/09/2011;credit_card;active
PaPacheco140;Paulo Pacheco;M;10/11/1981;23/06/2016;debit_card;active
WiBarbosa36;Wilson Barbosa;M;23/08/1960;23/04/2012;debit_card;active
AlexandCastro;Alexandra Castro;F;06/07/1977;04/11/2012;debit_card;active
ValentGarcia-Moura90;Valentim Garcia-Moura;M;21/10/1962;21/04/2019;debit_card;active
YasmiAnjos15;Yasmin Anjos;F;09/08/1951;19/07/2020;cash;active
AdrianBatista107;Adriana Batista;F;08/10/1956;30/07/2015;cash;active
IsmaFernandes;Ismael Fernandes;M;22/07/1960;26/04/2021;credit_card;active
JAraújo99;João Araújo;M;28/10/1982;14/10/2010;debit_card;active
SérCunha116;Sérgio Cunha;M;23/01/1999;30/01/2016;debit_card;active
KelMagalhães;Kelly Magalhães;F;09/02/1951;03/10/2010;cash;active
LetícMonteiro;Letícia Monteiro;F;10/03/1994;31/05/2018;cash;active
IsaaMiranda43;Isaac de Miranda;M;07/11/1975;14/11/2019;debit_card;active
RodrigVicente-Ribeiro;Rodrigo Vicente-Ribeiro;M;11/11/1955;09/06/2010;debit_card;active
LarFernandes113;Lara Fernandes;F;28/02/1965;07/01/2015;credit_card;active
FáLoureiro61;Fábio da Loureiro;M;24/12/1957;05/01/2019;debit_card;active
DéPinho22;Débora Pinho;F;23/09/1999;06/03/2014;debit_card;active
MicaeNascimento30;Micael Nascimento;M;29/08/1990;15/08/2021;cash;active
AnitOliveira;Anita do Oliveira;F;02/05/1963;20/12/2010;debit_card;active
AdrianaMatos128;Adriana-Catarina Matos;F;06/11/1979;28/12/2014;credit_card;active
VMarques65;Vera Marques;F;25/09/1961;20/08/2016;credit_card;active
TomNeto29;Tomás Neto;M;04/02/1974;30/06/2021;credit_card;active
SalvFernandes104;Salvador Fernandes;M;03/02/1976;28/01/2018;cash;active
ViPires40;Vicente Pires;M;09/08/1970;06/12/2020;cash;active
TomAraújo44;Tomé Araújo;M;25/10/1961;12/01/2015;credit_card;active
JúliFernandes100;Júlia Fernandes;F;10/03/1969;29/04/2010;credit_card;active
CCampos19;Carlos Campos;M;06/08/2000;01/04/2017;debit_card;active
ILeal20;Isaac de Leal;M;16/01/1969;15/11/2015;cash;active
PatríFernandes65;Patrícia Fernandes;F;25/09/1970;15/06/2016;cash;active
JoeLopes;Joel Lopes;M;21/10/1994;26/10/2017;credit_card;active
AnFreitas21;Anita Freitas;F;12/07/1960;28/05/2015;credit_card;active
RaFerreira-Barros76;Rafaela Ferreira-Barros;F;29/07/2001;24/09/2019;credit_card;inactive
LAlves-Pires;Leonardo Alves-Pires;M;18/10/2001;24/12/2017;credit_card;active
PauGaspar90;Paulo Gaspar;M;18/06/1956;29/04/2017;cash;active
AdriFreitas117;Adriana do Freitas;F;23/09/1999;02/09/2014;credit_card;active
JéNeto92;Jéssica Neto;F;05/04/1960;26/02/2019;cash;active
ClaFreitas;Clara Freitas;F;28/06/1999;27/01/2017;debit_card;active
BeSilva111;Benedita de Silva;F;21/10/1953;18/09/2018;credit_card;active
JPinheiro38;Jorge Pinheiro;M;20/12/1958;07/10/2012;credit_card;active
MaAlmeida65;Manuel Almeida;M;06/02/1968;25/01/2017;cash;active
Diana-CaetAzevedo131;Diana-Caetana Azevedo;F;14/02/1996;07/01/2016;credit_card;active
ArLoureiro103;Ariana de Loureiro;F;11/07/1956;26/07/2014;debit_card;active
MatildNascimento;Matilde Nascimento;F;28/01/1988;15/02/2012;debit_card;active
AlexandAmorim;Alexandre Amorim;M;19/02/1999;22/01/2014;cash;active
IvMoura99;Ivan Moura;M;21/04/1951;16/02/2011;credit_card;active
JulianAzevedo101;Juliana Azevedo;F;28/06/1984;19/12/2011;credit_card;active
FranciscSilva43;Francisca-Erica Silva;F;06/11/1964;16/09/2018;cash;active
MatAmorim;Matilde Amorim;F;03/01/1968;06/01/2019;cash;active
JúlBaptista150;Júlia Baptista;F;13/08/1963;08/01/2011;cash;active
Júlia-SVaz22;Júlia-Sara Vaz;F;29/04/1958;28/10/2012;credit_card;active
AlexaCunha64;Alexandra Cunha;F;27/06/1976;01/02/2010;debit_card;active
MBarros144;Micael Barros;M;20/04/1976;18/08/2010;credit_card;active
GabrCruz106;Gabriela Cruz;F;18/04/1984;16/04/2015;credit_card;active
SéCardoso96;Sérgio Cardoso;M;30/05/1991;03/11/2016;credit_card;active
DiogReis-Loureiro150;Diogo Reis-Loureiro;M;02/11/1973;22/12/2015;credit_card;active
MadalenRodrigues141;Madalena de Rodrigues;F;02/10/1959;07/03/2019;credit_card;active
ValentinMoreira115;Valentina Moreira;F;06/01/1965;07/06/2012;credit_card;active
FraNeves97;Francisca de Neves;F;28/11/1994;16/01/2019;credit_card;active
FranciscCruz;Francisco Cruz;M;21/07/1974;03/03/2010;debit_card;active
NaiarMarques-Andrade24;Naiara Marques-Andrade;F;26/03/1965;15/11/2019;debit_card;active
ÉrMota44;Érica Mota;F;03/03/1962;09/03/2015;cash;active
YEsteves;Yasmin Esteves;F;26/04/1971;08/11/2011;cash;active
FCoelho42;Fernando Coelho;M;09/12/2001;05/05/2011;debit_card;active
RafaeNogueira;Rafaela Nogueira;F;31/01/1995;22/03/2014;cash;inactive
MatAbreu143;Matilde Abreu;F;30/06/1965;06/06/2019;cash;active
IvAssunção144;Ivo Assunção;M;15/07/1968;14/05/2015;credit_card;active
NoaCoelho;Noah Coelho;M;23/06/1977;24/12/2017;cash;active
DenMoura74;Denis Moura;M;22/10/1974;29/11/2014;debit_card;active
EmGomes132;Ema Gomes;F;27/07/1968;10/11/2018;cash;active
NoFreitas106;Noa Freitas;M;23/08/1986;23/02/2010;debit_card;active
FredeNunes;Frederico Nunes;M;06/05/1964;05/12/2018;debit_card;active
SiPereira52;Simão Pereira;M;15/08/1966;02/01/2017;debit_card;active
DiniFaria55;Dinis Faria;M;01/03/1960;29/10/2017;credit_card;active
Vera-VNunes;Vera-Vitória Nunes;F;07/01/1973;07/08/2016;cash;active
MatildFigueiredo-Teixeira;Matilde Figueiredo-Teixeira;F;13/11/1952;19/06/2012;credit_card;active
SimãCosta48;Simão Costa;M;18/02/1971;08/07/2019;credit_card;active
MargarFernandes;Margarida Fernandes;F;03/03/1964;28/07/2021;credit_card;active
CésGaspar24;César de Gaspar;M;26/08/1977;01/09/2014;debit_card;active
NelMachado146;Nelson Machado;M;28/10/1995;02/07/2018;cash;active
NicoMoura130;Nicole Moura;F;12/12/1987;22/05/2017;cash;active
CésPires;César Pires;M;28/09/1973;27/09/2013;credit_card;inactive
LucGuerreiro-Gonçalves;Luciana Guerreiro-Gonçalves;F;28/05/1953;27/04/2020;debit_card;active
MiriMacedo37;Miriam Macedo;F;19/11/1971;23/05/2021;cash;active
SandSantos104;Sandro Santos;M;22/08/1980;30/06/2014;credit_card;active
AndVaz107;André Vaz;M;29/03/1979;25/04/2020;debit_card;active
DaniEsteves70;Daniela Esteves;F;21/03/1959;21/04/2014;debit_card;active
FranciscMatias129;Francisca Matias;F;04/12/2000;20/11/2019;debit_card;inactive
PetrPinho;Petra Pinho;F;06/12/1998;23/06/2017;cash;active
JéssMorais11;Jéssica Morais;F;15/06/1975;13/08/2010;debit_card;active
BenedMaia;Benedita Maia;F;28/04/1992;27/03/2015;credit_card;active
DéboMachado129;Débora Machado;F;27/06/2002;10/04/2016;credit_card;active
AmélMagalhães;Amélia de Magalhães;F;30/10/1997;05/04/2020;cash;active
LucaCosta131;Lucas Costa;M;22/03/1957;15/05/2015;credit_card;active
XavFaria;Xavier Faria;M;26/02/1980;19/03/2014;cash;active
SebAzevedo138;Sebastião da Azevedo;M;19/12/1955;17/06/2019;cash;active
MAlves137;Mateus Alves;M;27/10/1993;25/04/2018;cash;active
InGaspar71;Inês Gaspar;F;14/03/1968;07/10/2018;credit_card;inactive
VaBrito142;Vasco Brito;M;07/06/1997;20/05/2017;credit_card;active
LuRibeiro147;Luísa Ribeiro;F;06/08/1963;03/02/2016;debit_card;active
SoraiPinheiro131;Soraia de Pinheiro;F;30/06/1954;03/11/2020;cash;active
MariNogueira30;Mariana Nogueira;F;08/02/1962;13/06/2021;credit_card;active
LiSoares59;Lia Soares;F;09/10/1995;14/12/2021;credit_card;active
Eva-PaMachado27;Eva-Patrícia Machado;F;13/04/1994;14/08/2020;credit_card;active
WSantos126;William Santos;M;03/09/1980;04/08/2021;debit_card;active
PNeves41;Pedro Neves;M;10/10/1978;02/10/2011;debit_card;active
SebasNogueira40;Sebastião Nogueira;M;08/06/1964;03/02/2010;credit_card;active
LetíciGonçalves150;Letícia Gonçalves;F;09/01/1969;29/03/2015;credit_card;active
NoPaiva36;Noa Paiva;M;08/12/1955;29/05/2011;credit_card;active
IarPacheco;Iara Pacheco;F;04/08/1954;23/02/2021;credit_card;active
SiMaia143;Simão do Maia;M;15/07/1967;05/11/2012;debit_card;active
LPereira3;Laura Pereira;F;21/07/1996;24/03/2010;credit_card;active
STavares-Assunção116;Samuel Tavares-Assunção;M;01/02/1963;02/08/2020;cash;active
SamNogueira2;Samuel Nogueira;M;22/05/1963;27/11/2012;cash;active
GaGomes142;Gabriel Gomes;M;08/11/1956;15/05/2020;credit_card;active
AAssunção121;Ana Assunção;F;04/01/1978;18/07/2021;debit_card;active
JaiCruz43;Jaime Cruz;M;18/04/1980;10/10/2011;credit_card;active
MCarneiro107;Mara Carneiro;F;19/02/1952;08/10/2018;cash;active
JúlPacheco100;Júlia Pacheco;F;09/08/1954;30/05/2018;credit_card;active
MarNeto40;Maria Neto;F;31/12/1979;16/05/2021;debit_card;active
AfonsCruz104;Afonso Cruz;M;23/04/1998;18/03/2012;cash;active
JaiNeto-Sousa;Jaime Neto-Sousa;M;14/04/1998;30/11/2015;cash;active
SandrGaspar73;Sandro Gaspar;M;24/02/1999;01/07/2010;cash;inactive
TJesus-Henriques;Tatiana Jesus-Henriques;F;18/01/1969;11/11/2012;credit_card;active
CrisHenriques56;Cristiano Henriques;M;28/10/1972;22/07/2010;debit_card;active
ÂnCruz68;Ângela Cruz;F;09/02/1967;31/01/2016;credit_card;active
IsmaCruz;Ismael da Cruz;M;01/04/1964;21/04/2012;cash;active
MiriaTorres;Miriam Torres;F;04/04/1989;08/01/2018;credit_card;active
NMagalhães118;Noa Magalhães;M;14/01/1971;15/05/2010;debit_card;active
LuíBarros146;Luís Barros;M;25/11/1972;12/06/2021;cash;active
JGomes145;Joaquim Gomes;M;08/12/1986;01/11/2017;debit_card;active
TomFonseca13;Tomé Fonseca;M;05/11/1965;08/05/2020;credit_card;active
FernaAzevedo65;Fernando Azevedo;M;20/09/1996;28/05/2019;debit_card;inactive
BárOliveira137;Bárbara Oliveira;F;10/07/1977;21/06/2020;debit_card;active
YLeal56;Yara de Leal;F;23/11/1952;30/09/2017;credit_card;active
AlíciLourenço60;Alícia da Lourenço;F;22/12/1966;04/08/2010;credit_card;active
EmmMarques;Emma Marques;F;12/09/1963;18/02/2011;cash;active
JoaquNascimento-Araújo;Joaquim Nascimento-Araújo;M;31/12/1950;19/07/2021;credit_card;active
CláudCarneiro24;Cláudio Carneiro;M;23/11/1957;12/09/2016;credit_card;active
VeGaspar6;Vera Gaspar;F;06/11/1957;08/05/2020;cash;active
SamuCarneiro100;Samuel Carneiro;M;13/10/1981;29/09/2016;credit_card;active
LMatos88;Lisandro Matos;M;30/05/1975;13/10/2016;cash;active
BOliveira54;Bárbara Oliveira;F;22/11/1994;12/03/2017;credit_card;active
MaCosta-Barros26;Manuel Costa-Barros;M;20/12/1988;26/01/2020;credit_card;active
AriaGonçalves6;Ariana Gonçalves;F;11/07/1965;05/09/2017;credit_card;active
LunBaptista33;Luna Baptista;F;06/02/1959;09/08/2020;debit_card;inactive
SérMartins;Sérgio Martins;M;11/10/2004;01/11/2013;credit_card;active
LeMagalhães47;Leandro do Magalhães;M;16/11/1980;07/06/2020;cash;active
Benedita-JMacedo;Benedita-Jéssica Macedo;F;29/06/1977;24/08/2011;debit_card;active
GusMatos82;Gustavo da Matos;M;19/05/2003;06/07/2012;cash;active
JorgMacedo19;Jorge Macedo;M;24/11/1978;27/03/2017;credit_card;active
JoValente66;Joel Valente;M;31/03/1990;29/10/2021;debit_card;active
EduardAbreu-Baptista3;Eduarda Abreu-Baptista;F;23/02/1991;06/04/2017;cash;active
RuAzevedo131;Rui Azevedo;M;01/04/1959;30/07/2012;cash;active
HenriCruz;Henrique Cruz;M;22/06/1994;26/07/2020;debit_card;active
IarAlves27;Iara Alves;F;31/07/1965;22/08/2021;credit_card;active
IsabeRamos129;Isabel Ramos;F;27/07/1971;25/06/2010;cash;active
DAnjos90;David do Anjos;M;18/01/1996;06/12/2015;credit_card;active
TatiaMoreira;Tatiana Moreira;F;21/08/1973;09/02/2020;cash;active
TGuerreiro9;Tomé Guerreiro;M;15/01/1984;02/03/2011;credit_card;active
Ema-SoLourenço;Ema-Sofia Lourenço;F;12/10/2000;30/11/2010;cash;active
PCoelho108;Pedro Coelho;M;10/03/1950;19/11/2011;cash;active
ESimões-Leite150;Emília Simões-Leite;F;30/05/1983;25/12/2010;credit_card;active
GabrielFigueiredo;Gabriela Figueiredo;F;29/10/1983;13/06/2021;debit_card;active
LeonoBorges;Leonor Borges;F;27/09/1980;24/10/2021;debit_card;active
SaloCarvalho;Salomé Carvalho;F;14/02/1983;09/12/2012;credit_card;active
VitóriSilva107;Vitória Silva;F;17/03/1991;11/11/2012;cash;active
PilaMota127;Pilar Mota;F;31/08/1992;26/06/2011;debit_card;active
MAssunção102;Marcos Assunção;M;05/05/1995;22/04/2019;credit_card;active
MaMiranda91;Manuel Miranda;M;25/02/1970;03/02/2019;cash;active
LiOliveira52;Lia da Oliveira;F;26/02/1960;26/11/2015;cash;active
BenjVaz7;Benjamim Vaz;M;03/10/1996;30/03/2020;debit_card;active
VitóriReis-Pinto65;Vitória Reis-Pinto;F;07/04/1976;24/10/2013;cash;active
LoMartins;Lourenço Martins;M;09/06/1985;27/08/2019;cash;active
FLopes82;Fabiana Lopes;F;01/06/1953;26/03/2020;credit_card;active
LeonorAlves58;Leonor-Renata Alves;F;13/09/1952;22/01/2020;credit_card;inactive
ArtMatos113;Artur Matos;M;03/03/1985;30/07/2013;cash;inactive
LAlves69;Luca Alves;M;02/06/2002;02/09/2013;debit_card;active
DSilva34;Diana Silva;F;12/06/1964;05/09/2017;debit_card;active
KePinho;Kevin Pinho;M;22/06/1959;03/07/2017;credit_card;active
VBaptista51;Vítor Baptista;M;06/10/2003;19/04/2020;credit_card;active
HelLeite123;Helena Leite;F;05/03/1962;22/04/2011;cash;active
NoBaptista103;Noa Baptista;M;12/06/2004;31/12/2020;cash;active
JorValente;Jorge Valente;M;15/09/1990;08/07/2016;cash;active
MatildMaia-Loureiro;Matilde Maia-Loureiro;F;13/08/1964;09/12/2014;debit_card;active
JulFreitas11;Juliana Freitas;F;10/10/2000;21/05/2015;credit_card;active
NTeixeira147;Noa Teixeira;M;28/06/1999;27/02/2018;credit_card;active
WilsoAmaral;Wilson Amaral;M;20/03/1999;02/05/2011;debit_card;active
MBaptista74;Márcio Baptista;M;03/10/1990;19/09/2017;cash;active
GabrieRibeiro9;Gabriel Ribeiro;M;12/01/1951;16/02/2013;credit_card;active
AndreiAnjos54;Andreia do Anjos;F;31/01/1984;23/05/2010;cash;active
DPereira-Vaz8;Daniela Pereira-Vaz;F;17/10/1975;15/10/2016;debit_card;active
MicMatos;Micael Matos;M;26/04/1984;30/09/2014;cash;active
Irina-NaiarDomingues;Irina-Naiara Domingues;F;30/11/1952;06/08/2010;credit_card;active
MCunha86;Mélanie Cunha;F;10/06/1980;23/08/2011;debit_card;active
EvAlves;Eva-Juliana Alves;F;02/10/1975;01/03/2021;debit_card;active
Caetana-NáSantos48;Caetana-Nádia Santos;F;03/07/1968;24/09/2015;cash;active
VBrito129;Vítor Brito;M;24/01/1980;16/05/2010;debit_card;active
NCruz144;Núria Cruz;F;26/07/1979;10/06/2012;cash;active
AfonGaspar;Afonso da Gaspar;M;09/05/1980;09/12/2021;debit_card;active
SaGonçalves68;Salvador Gonçalves;M;15/01/1999;20/11/2013;cash;active
RAlmeida-Macedo36;Rui Almeida-Macedo;M;02/02/1976;28/10/2014;credit_card;active
IsaaBarbosa;Isaac Barbosa;M;05/02/1971;20/09/2021;credit_card;active
CéFaria;César Faria;M;15/07/1984;16/03/2011;cash;active
SebasBranco;Sebastião Branco;M;09/03/1997;13/05/2010;debit_card;active
NaiSá26;Nair Sá;F;05/07/1965;22/02/2013;debit_card;active
CarminhoGuerreiro;Carminho-Carlota Guerreiro;F;06/03/2002;30/12/2019;cash;active
CaetLoureiro12;Caetana Loureiro;F;12/05/1978;24/10/2017;cash;active
TiPacheco-Lima;Tiago Pacheco-Lima;M;24/04/1961;10/11/2015;cash;active
LúFernandes-Gomes;Lúcia Fernandes-Gomes;F;31/07/2001;25/02/2017;credit_card;active
EBarros69;Emanuel Barros;M;12/07/1997;01/08/2019;debit_card;active
KevGonçalves;Kevin Gonçalves;M;05/04/1972;20/06/2018;cash;active
LariLeal57;Larissa Leal;F;22/08/1971;12/11/2015;credit_card;active
MarJesus7;Marco Jesus;M;10/12/1958;07/06/2011;credit_card;active
Íris-RAssunção;Íris-Rafaela Assunção;F;21/03/1980;28/06/2014;credit_card;active
IVicente142;Igor Vicente;M;11/11/1963;10/05/2010;credit_card;active
RúbeCorreia;Rúben Correia;M;27/08/1989;11/06/2011;credit_card;active
BeneditCruz128;Benedita Cruz;F;04/10/1973;17/03/2015;debit_card;active
AniMatias2;Anita Matias;F;17/08/1965;30/05/2011;debit_card;inactive
SantiagCarvalho2;Santiago de Carvalho;M;27/03/1976;27/12/2011;cash;active
SantiaBarbosa-Sousa116;Santiago Barbosa-Sousa;M;18/06/2003;22/12/2010;credit_card;active
BernaTeixeira60;Bernardo do Teixeira;M;24/02/1984;06/12/2011;credit_card;active
EdgFerreira;Edgar Ferreira;M;24/04/1960;09/06/2018;credit_card;active
DiPires57;Diogo Pires;M;03/04/1983;07/11/2014;cash;active
NúriFigueiredo-Macedo131;Núria Figueiredo-Macedo;F;13/11/1986;13/02/2019;debit_card;active
RodPinho-Rocha;Rodrigo Pinho-Rocha;M;12/09/1954;10/01/2021;credit_card;active
RDomingues-Pereira;Renata Domingues-Pereira;F;13/07/1988;11/04/2011;debit_card;active
ÍriLopes61;Íris do Lopes;F;22/06/1965;28/11/2019;credit_card;active
JoMachado135;Joel Machado;M;26/11/1957;21/03/2019;debit_card;active
ErAnjos;Erika Anjos;F;15/06/1978;26/08/2021;credit_card;active
Júlia-ELoureiro93;Júlia-Eva Loureiro;F;27/09/1985;03/11/2017;credit_card;active
TiaGonçalves81;Tiago Gonçalves;M;03/04/1967;27/06/2019;credit_card;active
NelsMorais-Neves;Nelson Morais-Neves;M;13/10/2001;24/04/2017;debit_card;active
TaVaz42;Tatiana Vaz;F;23/10/1972;22/07/2021;debit_card;active
RBarros16;Rui Barros;M;26/01/1965;29/08/2010;credit_card;active
CaetPinto;Caetana Pinto;F;28/08/2000;02/01/2011;cash;active
ÂngAnjos47;Ângela Anjos;F;04/07/1990;26/07/2019;cash;active
MariLima-Martins123;Maria Lima-Martins;F;14/02/1990;16/03/2014;cash;active
MarRamos52;Mara Ramos;F;06/07/1956;22/06/2020;cash;inactive
Ângela-AdriaPinho;Ângela-Adriana Pinho;F;20/03/1963;12/06/2020;debit_card;active
CPaiva141;Constança Paiva;F;20/06/1997;08/10/2014;debit_card;active
RCastro60;Rita Castro;F;27/05/1984;16/02/2018;credit_card;inactive
LiGomes135;Lia Gomes;F;28/12/1988;25/06/2021;cash;active
NaiarBarros;Naiara de Barros;F;24/10/1960;07/02/2019;credit_card;active
IvLeite-Gonçalves;Ivan Leite-Gonçalves;M;11/06/1950;08/02/2014;cash;active
JoaRocha19;Joana Rocha;F;22/05/1992;14/09/2014;cash;active
DiBarros56;Diego Barros;M;03/02/1974;20/06/2019;debit_card;active
AnMoreira115;António Moreira;M;06/04/1962;10/06/2019;cash;active
LarRamos79;Lara Ramos;F;25/07/1965;21/02/2012;cash;inactive
IvaSantos;Ivan da Santos;M;03/04/1971;29/10/2018;cash;active
MélanRibeiro150;Mélanie Ribeiro;F;22/07/1962;22/01/2017;debit_card;active
EdLeal45;Eduarda Leal;F;02/09/1966;13/12/2013;cash;active
TiFernandes97;Tiago Fernandes;M;09/05/1956;23/03/2017;debit_card;active
TomáNeves120;Tomás Neves;M;01/09/1976;10/04/2012;debit_card;active
MarcVicente75;Marco Vicente;M;21/10/1993;06/03/2018;credit_card;active
ViAmaral29;Violeta Amaral;F;16/06/2002;03/10/2019;cash;active
